feature_id	feature_title	feature_lexeme	feature_description	collected	compiled	updated_day	updated_month	updated_year	domain	settlement	value	stimuli	answer	answer_unified	answer_lexibank
279	Basic lexicon item ‘fruit’		The map shows the distribution of lexical cognate sets of the concept ‘fruit’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	jemiš / jimiš	1. На деревьях растут плоды. 2. Яблоко и груша — фрукты.	jemiš	jemiš	j e m i š
279	Basic lexicon item ‘fruit’		The map shows the distribution of lexical cognate sets of the concept ‘fruit’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	jemiš / jimiš	1. На деревьях растут плоды. 2. Яблоко и груша — фрукты.	jemiš	jemiš	j e m i š
279	Basic lexicon item ‘fruit’		The map shows the distribution of lexical cognate sets of the concept ‘fruit’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	jemiš / jimiš	1. На деревьях растут плоды. 2. Яблоко и груша — фрукты.	jemiš	jemiš	j e m i š
279	Basic lexicon item ‘fruit’		The map shows the distribution of lexical cognate sets of the concept ‘fruit’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	mejwa	1. На деревьях растут плоды. 2. Яблоко и груша — фрукты.	mejwa	mejwa	m e j w a
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	uwc'ɨd	uwcʼɨd	u w cʼ ɨ d
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	lowc'ɨr / lebc'ɨd / lebc'idɨ / lebc'id	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	lebc'id	lebcʼid	l e b cʼ i d
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	lowc'ɨr / lebc'ɨd / lebc'idɨ / lebc'id	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	lebc'idɨ	lebcʼidɨ	l e b cʼ i d ɨ
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	ac'ɨr a	acʼɨr a	a cʼ ɨ r  a
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	owc'udɨ	owcʼudɨ	o w cʼ u d ɨ
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	owc'ud	owcʼud	o w cʼ u d
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	ac'ɨr a	acʼɨr a	a cʼ ɨ r  a
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	owc'ɨr	owcʼɨr	o w cʼ ɨ r
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	lowc'ɨr / lebc'ɨd / lebc'idɨ / lebc'id	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	lebc'ɨd	lebcʼɨd	l e b cʼ ɨ d
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	ac'ɨrad	acʼɨrad	a cʼ ɨ r a d
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	lowc'ɨr / lebc'ɨd / lebc'idɨ / lebc'id	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	lowc'ɨr	lowcʼɨr	l o w cʼ ɨ r
280	Basic lexicon item ‘full’		The map shows the distribution of lexical cognate sets of the concept ‘full’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	owc'ɨr / owc'udɨ / owc'ud / uwc'ɨd / ac'ɨrad / ac'ɨr a	1. Этот сосуд пустой, а это полный. 2. Сосуд/мешок/яма полон(/а), больше ничего не поместится.	owc'ɨr	owcʼɨr	o w cʼ ɨ r
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨr	wɨr	w ɨ r
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	hawɨr i	hawɨr i	h a w ɨ r  i
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨri	wɨri	w ɨ r i
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨr	wɨr	w ɨ r
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨre	wɨre	w ɨ r e
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨr	wɨr	w ɨ r
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨri	wɨri	w ɨ r i
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨr	wɨr	w ɨ r
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	hawɨr i	hawɨr i	h a w ɨ r  i
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨr i	wɨr i	w ɨ r  i
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	wɨr	wɨr	w ɨ r
281	Basic lexicon item ‘give’		The map shows the distribution of lexical cognate sets of the concept ‘give’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	hawɨr / hawɨr i / wɨr / wɨri / wɨre / wɨr i	1. Я даю отцу камень. 2. Отец дает мне камень. 3. Он дал ему палку, но потом выхватил ее обратно.	hawɨr	hawɨr	h a w ɨ r
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	harχɨˁr	harχɨˤr	h a r χ ɨˤ r
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	haˤrhɨri	haˤrhɨri	h aˤ r h ɨ r i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	haˤrχɨri	haˤrχɨri	h aˤ r χ ɨ r i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	jixɨr	jixɨr	j i x ɨ r
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	hɨxɨri	hɨxɨri	h ɨ x ɨ r i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	jixɨri	jixɨri	j i x ɨ r i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	harχɨˁri	harχɨˤri	h a r χ ɨˤ r i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	rurʔus	rurʔus	r u r ʔ u s
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	haˤrχri	haˤrχri	h aˤ r χ r i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	harχɨˁr	harχɨˤr	h a r χ ɨˤ r
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	jiʔi	jiʔi	j i ʔ i
282	Basic lexicon item ‘go’		The map shows the distribution of lexical cognate sets of the concept ‘go’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	OTHER	1. Он стоял тут, а теперь он идет туда [показать рукой направление]. 2. Сегодня я буду работать дома, а завтра пойду в соседнее селение. 3. Куда ты идешь?	jiʔi	jiʔi	j i ʔ i
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	jiχdɨ	jiχdɨ	j i χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	hɨχdɨ	hɨχdɨ	h ɨ χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	hɨχdi	hɨχdi	h ɨ χ d i
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	jiχdɨ	jiχdɨ	j i χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	jɨxdɨ	jɨxdɨ	j ɨ x d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	jɨχdɨ	jɨχdɨ	j ɨ χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	jiχdɨ	jiχdɨ	j i χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	hɨχdɨ	hɨχdɨ	h ɨ χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	hɨχdɨ	hɨχdɨ	h ɨ χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	jiχdɨ	jiχdɨ	j i χ d ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	hɨχtɨ	hɨχtɨ	h ɨ χ t ɨ
283	Basic lexicon item ‘good’		The map shows the distribution of lexical cognate sets of the concept ‘good’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	hɨχdɨ / hɨχtɨ / hɨχdi / jɨxdɨ / jiχdɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	hɨχdɨ	hɨχdɨ	h ɨ χ d ɨ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'	uqʼ	u qʼ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
284	Basic lexicon item ‘grass’		The map shows the distribution of lexical cognate sets of the concept ‘grass’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	uq' / uq'ʷ	1. У реки растёт трава. 2. Трава зелёная, небо голубое.	uq'ʷ	uqʼʷ	u qʼʷ
285	Basic lexicon item ‘green’		The map shows the distribution of lexical cognate sets of the concept ‘green’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	šildɨ / šili / šilid / šʲildɨ / šilʲdɨ / šʲilʲdɨ / šilʲdɨ	Трава зелёная.	šildɨ	šildɨ	š i l d ɨ
285	Basic lexicon item ‘green’		The map shows the distribution of lexical cognate sets of the concept ‘green’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	šildɨ / šili / šilid / šʲildɨ / šilʲdɨ / šʲilʲdɨ / šilʲdɨ	Трава зелёная.	šildɨ	šildɨ	š i l d ɨ
285	Basic lexicon item ‘green’		The map shows the distribution of lexical cognate sets of the concept ‘green’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	šildɨ / šili / šilid / šʲildɨ / šilʲdɨ / šʲilʲdɨ / šilʲdɨ	Трава зелёная.	šili	šili	š i l i
285	Basic lexicon item ‘green’		The map shows the distribution of lexical cognate sets of the concept ‘green’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	šildɨ / šili / šilid / šʲildɨ / šilʲdɨ / šʲilʲdɨ / šilʲdɨ	Трава зелёная.	šʲildɨ	šʲildɨ	šʲ i l d ɨ
